Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_material_ID,SRA Study
SRR10665043,AMPLICON,501,25267207,PRJNA594727,SAMN13527502,Metagenome or environmental,15255588,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX7344086,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse150,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M150,Maternal_Vaginal_M7,SRP236063
SRR10665044,AMPLICON,501,170076,PRJNA594727,SAMN13527501,Metagenome or environmental,190458,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX7344085,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse149,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M149,Dacron_7,SRP236063
SRR10665045,AMPLICON,501,506765,PRJNA594727,SAMN13527384,Metagenome or environmental,399175,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX7344084,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse15,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M15,Kit_1,SRP236063
SRR10665046,AMPLICON,500,321917,PRJNA594727,SAMN13527500,Metagenome or environmental,297549,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX7344083,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse148,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M148,Placenta_M8,SRP236063
SRR10665047,AMPLICON,501,70137333,PRJNA594727,SAMN13527499,Metagenome or environmental,42937538,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX7344082,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse147,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M147,Maternal_Proximal_Intestine_M8,SRP236063
SRR10665048,AMPLICON,501,78151493,PRJNA594727,SAMN13527498,Metagenome or environmental,46753271,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX7344081,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse146,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M146,Maternal_Oral_M12,SRP236063
SRR10665049,AMPLICON,501,533843,PRJNA594727,SAMN13527497,Metagenome or environmental,404500,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX7344080,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse145,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M145,Maternal_Cervix_M7,SRP236063
SRR10665050,AMPLICON,501,34115,PRJNA594727,SAMN13527496,Metagenome or environmental,104411,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX7344079,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse144,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M144,Fetal_Tail_M5,SRP236063
SRR10665051,AMPLICON,501,56682,PRJNA594727,SAMN13527495,Metagenome or environmental,119742,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX7344078,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse143,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M143,Maternal_Cervix_M6,SRP236063
SRR10665052,AMPLICON,501,8570174,PRJNA594727,SAMN13527494,Metagenome or environmental,4932666,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7344077,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse142,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M142,Maternal_Vaginal_M9,SRP236063
SRR10665053,AMPLICON,501,52634,PRJNA594727,SAMN13527493,Metagenome or environmental,117639,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX7344076,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse139,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M139,Fetal_Spleen_M9,SRP236063
SRR10665054,AMPLICON,501,318601,PRJNA594727,SAMN13527492,Metagenome or environmental,281640,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX7344075,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse138,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M138,Maternal_Peritoneum_M4,SRP236063
SRR10665055,AMPLICON,501,88795,PRJNA594727,SAMN13527491,Metagenome or environmental,140023,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX7344074,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse137,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M137,Maternal_Cervix_M13,SRP236063
SRR10665056,AMPLICON,501,33626549,PRJNA594727,SAMN13527383,Metagenome or environmental,18555514,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX7344073,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse14,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M14,Maternal_Vaginal_M13,SRP236063
SRR10665057,AMPLICON,501,90272,PRJNA594727,SAMN13527489,Metagenome or environmental,138091,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX7344071,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse135,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M135,Kit_13,SRP236063
SRR10665058,AMPLICON,501,40119,PRJNA594727,SAMN13527488,Metagenome or environmental,110285,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX7344070,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse133,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M133,Fetal_Tail_M8,SRP236063
SRR10665059,AMPLICON,501,29075,PRJNA594727,SAMN13527600,Metagenome or environmental,101700,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX7344068,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse262,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M262,Fetal_Tail_M10,SRP236063
SRR10665060,AMPLICON,501,48136,PRJNA594727,SAMN13527599,Metagenome or environmental,113749,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX7344067,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse261,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M261,Fetal_Liver_M7,SRP236063
SRR10665061,AMPLICON,501,128475,PRJNA594727,SAMN13527598,Metagenome or environmental,159379,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX7344066,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse260,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M260,Kit_23,SRP236063
SRR10665062,AMPLICON,501,72089775,PRJNA594727,SAMN13527394,Metagenome or environmental,44430355,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX7344069,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse25,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M25,Maternal_Proximal_Intestine_M15,SRP236063
SRR10665063,AMPLICON,501,40633,PRJNA594727,SAMN13527597,Metagenome or environmental,109042,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX7344065,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse259,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M259,Fetal_Intestine_M15,SRP236063
SRR10665064,AMPLICON,501,24998619,PRJNA594727,SAMN13527596,Metagenome or environmental,14195436,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX7344064,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse258,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M258,Maternal_Vaginal_M8,SRP236063
SRR10665065,AMPLICON,501,107375,PRJNA594727,SAMN13527595,Metagenome or environmental,153324,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX7344063,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse257,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M257,Maternal_Heart_M14,SRP236063
SRR10665066,AMPLICON,501,70187,PRJNA594727,SAMN13527594,Metagenome or environmental,131638,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX7344062,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse256,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M256,Uterus_M15,SRP236063
SRR10665067,AMPLICON,501,33110,PRJNA594727,SAMN13527592,Metagenome or environmental,103330,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX7344060,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse254,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M254,Fetal_Brain_M9,SRP236063
SRR10665068,AMPLICON,501,1798984,PRJNA594727,SAMN13527591,Metagenome or environmental,1042801,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX7344059,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse253,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M253,Maternal_Skin_M9,SRP236063
SRR10665069,AMPLICON,501,61185,PRJNA594727,SAMN13527393,Metagenome or environmental,123750,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7344058,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse24,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M24,Fetal_Brain_M4,SRP236063
SRR10665070,AMPLICON,501,575739,PRJNA594727,SAMN13527593,Metagenome or environmental,431684,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX7344061,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse255,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M255,Kit_22,SRP236063
SRR10665071,AMPLICON,501,16055,PRJNA594727,SAMN13527590,Metagenome or environmental,91946,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX7344057,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse252,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M252,Fetal_Liver_M14,SRP236063
SRR10665072,AMPLICON,501,610731,PRJNA594727,SAMN13527589,Metagenome or environmental,399839,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX7344056,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse249,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M249,Maternal_Lung_M4,SRP236063
SRR10665073,AMPLICON,501,16555,PRJNA594727,SAMN13527588,Metagenome or environmental,92468,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX7344055,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse248,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M248,Placenta_M4,SRP236063
SRR10665074,AMPLICON,501,577066,PRJNA594727,SAMN13527587,Metagenome or environmental,429654,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX7344054,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse247,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M247,Maternal_Skin_M8,SRP236063
SRR10665075,AMPLICON,501,77747031,PRJNA594727,SAMN13527586,Metagenome or environmental,48091110,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX7344053,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse246,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M246,Maternal_Distal_Intestine_M6,SRP236063
SRR10665076,AMPLICON,501,2109687,PRJNA594727,SAMN13527585,Metagenome or environmental,1391731,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX7344052,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse245,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M245,Dacron_11,SRP236063
SRR10665077,AMPLICON,501,405702,PRJNA594727,SAMN13527584,Metagenome or environmental,332744,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX7344051,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse244,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M244,Fetal_Spleen_M5,SRP236063
SRR10665078,AMPLICON,501,25085,PRJNA594727,SAMN13527583,Metagenome or environmental,96799,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX7344050,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse243,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M243,Maternal_Cervix_M15,SRP236063
SRR10665079,AMPLICON,501,48354354,PRJNA594727,SAMN13527582,Metagenome or environmental,29773491,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX7344049,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse242,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M242,Maternal_Proximal_Intestine_M4,SRP236063
SRR10665080,AMPLICON,501,235343,PRJNA594727,SAMN13527543,Metagenome or environmental,230708,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX7344047,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse199,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M199,Maternal_Peritoneum_M9,SRP236063
SRR10665081,AMPLICON,501,149864,PRJNA594727,SAMN13527542,Metagenome or environmental,186351,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX7344046,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse198,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M198,Placenta_M6,SRP236063
SRR10665082,AMPLICON,501,131417,PRJNA594727,SAMN13527388,Metagenome or environmental,170926,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX7344044,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse19,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M19,Maternal_Liver_M14,SRP236063
SRR10665083,AMPLICON,501,35612,PRJNA594727,SAMN13527540,Metagenome or environmental,106485,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX7344043,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse196,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M196,Fetal_Liver_M5,SRP236063
SRR10665084,AMPLICON,501,227307,PRJNA594727,SAMN13527539,Metagenome or environmental,217793,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX7344042,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse195,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M195,Maternal_Peritoneum_M13,SRP236063
SRR10665085,AMPLICON,501,213671,PRJNA594727,SAMN13527541,Metagenome or environmental,224304,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX7344045,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse197,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M197,Dacron_9,SRP236063
SRR10665086,AMPLICON,501,64715,PRJNA594727,SAMN13527538,Metagenome or environmental,125736,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX7344041,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse194,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M194,Maternal_Lung_M8,SRP236063
SRR10665087,AMPLICON,501,51403196,PRJNA594727,SAMN13527537,Metagenome or environmental,31745607,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7344040,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse193,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M193,Maternal_Proximal_Intestine_M5,SRP236063
SRR10665088,AMPLICON,501,764297,PRJNA594727,SAMN13527536,Metagenome or environmental,547365,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX7344039,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse192,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M192,Maternal_Skin_M15,SRP236063
SRR10665089,AMPLICON,501,180120,PRJNA594727,SAMN13527535,Metagenome or environmental,202610,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7344038,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse191,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M191,Maternal_Heart_M9,SRP236063
SRR10665090,AMPLICON,501,652007,PRJNA594727,SAMN13527534,Metagenome or environmental,458277,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX7344037,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse189,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M189,Maternal_Vaginal_M4,SRP236063
SRR10665091,AMPLICON,501,106332,PRJNA594727,SAMN13527533,Metagenome or environmental,153498,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX7344036,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse188,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M188,Kit_17,SRP236063
SRR10665092,AMPLICON,501,36105,PRJNA594727,SAMN13527532,Metagenome or environmental,106705,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX7344035,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse186,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M186,Uterus_M6,SRP236063
SRR10665093,AMPLICON,501,151641748,PRJNA594727,SAMN13527531,Metagenome or environmental,90306330,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX7344034,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse185,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M185,Maternal_Oral_M15,SRP236063
SRR10665094,AMPLICON,501,11035,PRJNA594727,SAMN13527387,Metagenome or environmental,87646,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX7344033,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse18,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M18,Fetal_Brain_M7,SRP236063
SRR10665095,AMPLICON,501,228247,PRJNA594727,SAMN13527530,Metagenome or environmental,237404,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX7344032,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse184,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M184,Maternal_Peritoneum_M5,SRP236063
SRR10665096,AMPLICON,501,526238,PRJNA594727,SAMN13527529,Metagenome or environmental,406838,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX7344031,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse183,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M183,Kit_16,SRP236063
SRR10665097,AMPLICON,501,86285,PRJNA594727,SAMN13527528,Metagenome or environmental,140268,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX7344030,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse182,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M182,Fetal_Spleen_M4,SRP236063
SRR10665098,AMPLICON,501,82736,PRJNA594727,SAMN13527527,Metagenome or environmental,140039,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX7344029,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse181,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M181,Fetal_Brain_M6,SRP236063
SRR10665099,AMPLICON,501,117365868,PRJNA594727,SAMN13527526,Metagenome or environmental,70267339,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX7344028,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse180,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M180,Maternal_Oral_M14,SRP236063
