query_accver,subject_accver,perc_identity,alignment_length,mismatches,gap_opens,qstart,qend,sstart,send,evalue,bitscore,isolation_source,host
53e8f34b14b34a85e09d2cad651f71ae,KX858139.1,100.0,253,0,0,1,253,478,730,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858138.1,100.0,253,0,0,1,253,304,556,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858137.1,100.0,253,0,0,1,253,469,721,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858134.1,100.0,253,0,0,1,253,524,776,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858133.1,100.0,253,0,0,1,253,477,729,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858132.1,100.0,253,0,0,1,253,479,731,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858131.1,100.0,253,0,0,1,253,482,734,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858126.1,100.0,253,0,0,1,253,474,726,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858125.1,100.0,253,0,0,1,253,474,726,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858124.1,100.0,253,0,0,1,253,482,734,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858123.1,100.0,253,0,0,1,253,473,725,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858120.1,100.0,253,0,0,1,253,523,775,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858118.1,100.0,253,0,0,1,253,480,732,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858114.1,100.0,253,0,0,1,253,521,773,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858112.1,100.0,253,0,0,1,253,475,727,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858111.1,100.0,253,0,0,1,253,477,729,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858110.1,100.0,253,0,0,1,253,473,725,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858108.1,100.0,253,0,0,1,253,469,721,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858107.1,100.0,253,0,0,1,253,521,773,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858105.1,100.0,253,0,0,1,253,464,716,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858102.1,100.0,253,0,0,1,253,467,719,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858101.1,100.0,253,0,0,1,253,481,733,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858100.1,100.0,253,0,0,1,253,473,725,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858099.1,100.0,253,0,0,1,253,521,773,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858096.1,100.0,253,0,0,1,253,472,724,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858095.1,100.0,253,0,0,1,253,473,725,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858094.1,100.0,253,0,0,1,253,460,712,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858091.1,100.0,253,0,0,1,253,474,726,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858085.1,100.0,253,0,0,1,253,480,732,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858084.1,100.0,253,0,0,1,253,481,733,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858083.1,100.0,253,0,0,1,253,482,734,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858082.1,100.0,253,0,0,1,253,515,767,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,NR_156993.1,100.0,253,0,0,1,253,516,768,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858080.1,100.0,253,0,0,1,253,317,569,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858079.1,100.0,253,0,0,1,253,322,574,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858078.1,100.0,253,0,0,1,253,481,733,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858077.1,100.0,253,0,0,1,253,510,762,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858075.1,100.0,253,0,0,1,253,521,773,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858074.1,100.0,253,0,0,1,253,521,773,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858073.1,100.0,253,0,0,1,253,521,773,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858072.1,100.0,253,0,0,1,253,522,774,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858071.1,100.0,253,0,0,1,253,521,773,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858070.1,100.0,253,0,0,1,253,521,773,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858069.1,100.0,253,0,0,1,253,477,729,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858067.1,100.0,253,0,0,1,253,473,725,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858066.1,100.0,253,0,0,1,253,477,729,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858065.1,100.0,253,0,0,1,253,473,725,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858064.1,100.0,253,0,0,1,253,474,726,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858063.1,100.0,253,0,0,1,253,476,728,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858050.1,100.0,253,0,0,1,253,480,732,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KX858019.1,100.0,253,0,0,1,253,477,729,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KY672468.1,100.0,253,0,0,1,253,178,430,1.91e-127,468,mouse cecum,
53e8f34b14b34a85e09d2cad651f71ae,KX833819.1,100.0,253,0,0,1,253,177,429,1.91e-127,468,liver,Hamster
53e8f34b14b34a85e09d2cad651f71ae,KU196095.1,100.0,253,0,0,1,253,512,764,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,NR_144618.1,100.0,253,0,0,1,253,512,764,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,KP808088.1,100.0,253,0,0,1,253,176,428,1.91e-127,468,colon,rat
53e8f34b14b34a85e09d2cad651f71ae,KP808079.1,100.0,253,0,0,1,253,177,429,1.91e-127,468,colon,rat
53e8f34b14b34a85e09d2cad651f71ae,KP808067.1,100.0,253,0,0,1,253,177,429,1.91e-127,468,colon,rat
53e8f34b14b34a85e09d2cad651f71ae,KM368221.1,100.0,253,0,0,1,253,177,429,1.91e-127,468,rat colon,
53e8f34b14b34a85e09d2cad651f71ae,KM368220.1,100.0,253,0,0,1,253,177,429,1.91e-127,468,rat colon,
53e8f34b14b34a85e09d2cad651f71ae,KF875569.1,100.0,253,0,0,1,253,480,732,1.91e-127,468,trachea,Syrian hamster
53e8f34b14b34a85e09d2cad651f71ae,KF875568.1,100.0,253,0,0,1,253,485,737,1.91e-127,468,nasal cavity,Syrian hamster
53e8f34b14b34a85e09d2cad651f71ae,NR_134081.1,100.0,253,0,0,1,253,518,770,1.91e-127,468,caecitis,Syrian hamster
53e8f34b14b34a85e09d2cad651f71ae,KF658233.1,100.0,253,0,0,1,253,522,774,1.91e-127,468,lung,mouse
53e8f34b14b34a85e09d2cad651f71ae,MZ227497.1,100.0,253,0,0,1,253,477,729,1.91e-127,468,Intestines of BALB/c mice,Mus musculus
53e8f34b14b34a85e09d2cad651f71ae,KC675883.1,100.0,253,0,0,1,253,460,712,1.91e-127,468,                     /isolation_source=,Macaca mulatta (Rhesus monkey)
53e8f34b14b34a85e09d2cad651f71ae,LC542628.1,100.0,253,0,0,1,253,475,727,1.91e-127,468,,Rattus norvegicus (laboratory rat)
53e8f34b14b34a85e09d2cad651f71ae,LC542627.1,100.0,253,0,0,1,253,460,712,1.91e-127,468,,Mus musculus (laboratory mouse)
53e8f34b14b34a85e09d2cad651f71ae,LC542626.1,100.0,253,0,0,1,253,480,732,1.91e-127,468,,Rattus norvegicus (laboratory rat)
53e8f34b14b34a85e09d2cad651f71ae,LC542625.1,100.0,253,0,0,1,253,460,712,1.91e-127,468,,Rattus norvegicus (laboratory rat)
53e8f34b14b34a85e09d2cad651f71ae,LC542622.1,100.0,253,0,0,1,253,475,727,1.91e-127,468,,Mus musculus (laboratory mouse)
53e8f34b14b34a85e09d2cad651f71ae,LC542616.1,100.0,253,0,0,1,253,460,712,1.91e-127,468,,Rattus norvegicus (laboratory rat)
53e8f34b14b34a85e09d2cad651f71ae,LC542614.1,100.0,253,0,0,1,253,473,725,1.91e-127,468,,Rattus norvegicus (laboratory rat)
53e8f34b14b34a85e09d2cad651f71ae,MW015252.1,100.0,253,0,0,1,253,178,430,1.91e-127,468,large intestine contents of rats,
53e8f34b14b34a85e09d2cad651f71ae,MW015214.1,100.0,253,0,0,1,253,178,430,1.91e-127,468,large intestine contents of rats,
53e8f34b14b34a85e09d2cad651f71ae,JF077135.1,100.0,253,0,0,1,253,507,759,1.91e-127,468,"skin, volar forearm",Homo sapiens
53e8f34b14b34a85e09d2cad651f71ae,GU809188.1,100.0,253,0,0,1,253,433,685,1.91e-127,468,,mouse
53e8f34b14b34a85e09d2cad651f71ae,GU809183.1,100.0,253,0,0,1,253,433,685,1.91e-127,468,,mouse
53e8f34b14b34a85e09d2cad651f71ae,GU809177.1,100.0,253,0,0,1,253,433,685,1.91e-127,468,,mouse
53e8f34b14b34a85e09d2cad651f71ae,GU809173.1,100.0,253,0,0,1,253,433,685,1.91e-127,468,,mouse
53e8f34b14b34a85e09d2cad651f71ae,GU809172.1,100.0,253,0,0,1,253,433,685,1.91e-127,468,,mouse
53e8f34b14b34a85e09d2cad651f71ae,FJ685625.1,100.0,253,0,0,1,253,521,773,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,FN599335.1,100.0,253,0,0,1,253,405,657,1.91e-127,468,host pulmonary sample,Mus musculus
53e8f34b14b34a85e09d2cad651f71ae,FN599240.1,100.0,253,0,0,1,253,399,651,1.91e-127,468,host pulmonary sample,Mus musculus
53e8f34b14b34a85e09d2cad651f71ae,FN599222.1,100.0,253,0,0,1,253,418,670,1.91e-127,468,host pulmonary sample,Mus musculus
53e8f34b14b34a85e09d2cad651f71ae,FN599221.1,100.0,253,0,0,1,253,418,670,1.91e-127,468,host pulmonary sample,Mus musculus
53e8f34b14b34a85e09d2cad651f71ae,FN599408.1,100.0,253,0,0,1,253,468,720,1.91e-127,468,host pulmonary sample,Mus musculus
53e8f34b14b34a85e09d2cad651f71ae,FN599387.1,100.0,253,0,0,1,253,468,720,1.91e-127,468,host pulmonary sample,Mus musculus
53e8f34b14b34a85e09d2cad651f71ae,AB279579.1,100.0,253,0,0,1,253,446,698,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,AB279578.1,100.0,253,0,0,1,253,467,719,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,DQ875933.1,100.0,253,0,0,1,253,523,775,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,NR_042887.1,100.0,253,0,0,1,253,501,753,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,NR_156998.1,100.0,253,0,0,1,253,501,753,1.91e-127,468,,Gallus gallus
53e8f34b14b34a85e09d2cad651f71ae,NR_156997.1,100.0,253,0,0,1,253,502,754,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,AF224301.1,100.0,253,0,0,1,253,503,755,1.91e-127,468,,
53e8f34b14b34a85e09d2cad651f71ae,AF224300.1,100.0,253,0,0,1,253,524,776,1.91e-127,468,,
cd64f9b653d0444b04264fd6f09b715e,MN212474.1,100.0,252,0,0,1,252,1,252,6.82e-127,466,mouse stool,
cd64f9b653d0444b04264fd6f09b715e,MH782150.1,100.0,252,0,0,1,252,544,795,6.82e-127,466,soil,
cd64f9b653d0444b04264fd6f09b715e,KY298821.1,100.0,252,0,0,1,252,1,252,6.82e-127,466,sebaceous patch of L. yerbabuenae,Leptonycteris yerbabuenae
cd64f9b653d0444b04264fd6f09b715e,NR_152063.1,100.0,252,0,0,1,252,544,795,6.82e-127,466,respiratory tract,Marmota himalayana
cd64f9b653d0444b04264fd6f09b715e,KR819499.1,100.0,252,0,0,1,252,443,694,6.82e-127,466,,Sus scrofa
cd64f9b653d0444b04264fd6f09b715e,ON018730.1,100.0,252,0,0,1,252,481,732,6.82e-127,466,rabbit fecal material,rabbit colon
cd64f9b653d0444b04264fd6f09b715e,OM996991.1,100.0,252,0,0,1,252,388,639,6.82e-127,466,,pig
cd64f9b653d0444b04264fd6f09b715e,OM658620.1,100.0,252,0,0,1,252,532,783,6.82e-127,466,Caecal content,Mus musculus
cd64f9b653d0444b04264fd6f09b715e,OL504968.1,100.0,252,0,0,1,252,544,795,6.82e-127,466,respiratory tract,marmot
cd64f9b653d0444b04264fd6f09b715e,MZ569681.1,100.0,252,0,0,1,252,540,791,6.82e-127,466,gut of Tibetan hare (Lepus oiostolus),Lepus oiostolus
cd64f9b653d0444b04264fd6f09b715e,MW406816.1,100.0,252,0,0,1,252,516,767,6.82e-127,466,                     /isolation_source=,
cd64f9b653d0444b04264fd6f09b715e,MW406815.1,100.0,252,0,0,1,252,516,767,6.82e-127,466,                     /isolation_source=,
cd64f9b653d0444b04264fd6f09b715e,MW406814.1,100.0,252,0,0,1,252,516,767,6.82e-127,466,                     /isolation_source=,
cd64f9b653d0444b04264fd6f09b715e,MW406813.1,100.0,252,0,0,1,252,516,767,6.82e-127,466,                     /isolation_source=,
cd64f9b653d0444b04264fd6f09b715e,MW406811.1,100.0,252,0,0,1,252,516,767,6.82e-127,466,                     /isolation_source=,
cd64f9b653d0444b04264fd6f09b715e,MW406810.1,100.0,252,0,0,1,252,516,767,6.82e-127,466,                     /isolation_source=,
cd64f9b653d0444b04264fd6f09b715e,MT967836.1,100.0,252,0,0,1,252,524,775,6.82e-127,466,mouse fecal matter,Mus musculus
cd64f9b653d0444b04264fd6f09b715e,NR_026368.1,100.0,252,0,0,1,252,516,767,6.82e-127,466,,
f4801b7a68515d9005fa572ee6afdf41,MT565488.1,100.0,253,0,0,1,253,148,400,1.91e-127,468,estuarine environment,sediment sample
f4801b7a68515d9005fa572ee6afdf41,LC524018.1,100.0,253,0,0,1,253,23,275,1.91e-127,468,                     /isolation_source=,
f4801b7a68515d9005fa572ee6afdf41,LC524120.1,100.0,253,0,0,1,253,23,275,1.91e-127,468,                     /isolation_source=,
f4801b7a68515d9005fa572ee6afdf41,LC524112.1,100.0,253,0,0,1,253,21,273,1.91e-127,468,                     /isolation_source=,
f4801b7a68515d9005fa572ee6afdf41,LC524108.1,100.0,253,0,0,1,253,20,272,1.91e-127,468,                     /isolation_source=,
f4801b7a68515d9005fa572ee6afdf41,MN122283.1,100.0,253,0,0,1,253,445,697,1.91e-127,468,,
f4801b7a68515d9005fa572ee6afdf41,MN024030.1,100.0,253,0,0,1,253,20,272,1.91e-127,468,Salt-cured hides,
f4801b7a68515d9005fa572ee6afdf41,MK968569.1,100.0,253,0,0,1,253,406,658,1.91e-127,468,blood,Homo sapiens
f4801b7a68515d9005fa572ee6afdf41,MH256547.1,100.0,253,0,0,1,253,462,714,1.91e-127,468,,
f4801b7a68515d9005fa572ee6afdf41,MH256546.1,100.0,253,0,0,1,253,452,704,1.91e-127,468,,
f4801b7a68515d9005fa572ee6afdf41,MH256541.1,100.0,253,0,0,1,253,453,705,1.91e-127,468,,
f4801b7a68515d9005fa572ee6afdf41,LR215185.1,100.0,253,0,0,1,253,834,582,1.91e-127,468,Clean room indoor surface,
f4801b7a68515d9005fa572ee6afdf41,LR216571.1,100.0,253,0,0,1,253,520,772,1.91e-127,468,                     /isolation_source=,
f4801b7a68515d9005fa572ee6afdf41,LR216543.1,100.0,253,0,0,1,253,521,773,1.91e-127,468,Talc,
f4801b7a68515d9005fa572ee6afdf41,LR216499.1,100.0,253,0,0,1,253,463,715,1.91e-127,468,Barium carbonate,
f4801b7a68515d9005fa572ee6afdf41,MK356426.1,100.0,253,0,0,1,253,486,738,1.91e-127,468,,Syzygium aqueum
f4801b7a68515d9005fa572ee6afdf41,MG853332.1,100.0,253,0,0,1,253,177,429,1.91e-127,468,rice straw anaerobic digester,
f4801b7a68515d9005fa572ee6afdf41,KY891744.1,100.0,253,0,0,1,253,20,272,1.91e-127,468,soil,
f4801b7a68515d9005fa572ee6afdf41,MH148234.1,100.0,253,0,0,1,253,2,254,1.91e-127,468,Dry anaerobic digester,
f4801b7a68515d9005fa572ee6afdf41,MH091320.1,100.0,253,0,0,1,253,359,611,1.91e-127,468,mangrove sediments,
f4801b7a68515d9005fa572ee6afdf41,MH091205.1,100.0,253,0,0,1,253,359,611,1.91e-127,468,mangrove sediments,
f4801b7a68515d9005fa572ee6afdf41,MG858900.1,100.0,253,0,0,1,253,178,430,1.91e-127,468,                     /isolation_source=,
f4801b7a68515d9005fa572ee6afdf41,MG880724.1,100.0,253,0,0,1,253,196,448,1.91e-127,468,                     /isolation_source=,
f4801b7a68515d9005fa572ee6afdf41,MF406378.1,100.0,253,0,0,1,253,1,253,1.91e-127,468,                     /isolation_source=,
f4801b7a68515d9005fa572ee6afdf41,MG809574.1,100.0,253,0,0,1,253,177,429,1.91e-127,468,rice straw anaerobic digester,
f4801b7a68515d9005fa572ee6afdf41,MG638409.1,100.0,253,0,0,1,253,1,253,1.91e-127,468,"Aarhus Bay Site M5, 1-50 cm depth",
f4801b7a68515d9005fa572ee6afdf41,MF378264.1,100.0,253,0,0,1,253,470,722,1.91e-127,468,TIVAP central catheter chamber,
f4801b7a68515d9005fa572ee6afdf41,MF691683.1,100.0,253,0,0,1,253,178,430,1.91e-127,468,sediments,
f4801b7a68515d9005fa572ee6afdf41,MF454434.1,100.0,253,0,0,1,253,178,430,1.91e-127,468,sediments,
f4801b7a68515d9005fa572ee6afdf41,KY119348.1,100.0,253,0,0,1,253,507,759,1.91e-127,468,,
f4801b7a68515d9005fa572ee6afdf41,KY119347.1,100.0,253,0,0,1,253,507,759,1.91e-127,468,,
f4801b7a68515d9005fa572ee6afdf41,KY119344.1,100.0,253,0,0,1,253,507,759,1.91e-127,468,,
f4801b7a68515d9005fa572ee6afdf41,KY119343.1,100.0,253,0,0,1,253,507,759,1.91e-127,468,,
f4801b7a68515d9005fa572ee6afdf41,KY119342.1,100.0,253,0,0,1,253,507,759,1.91e-127,468,,
f4801b7a68515d9005fa572ee6afdf41,KY119341.1,100.0,253,0,0,1,253,507,759,1.91e-127,468,,
f4801b7a68515d9005fa572ee6afdf41,KY119337.1,100.0,253,0,0,1,253,507,759,1.91e-127,468,,
f4801b7a68515d9005fa572ee6afdf41,KY119324.1,100.0,253,0,0,1,253,507,759,1.91e-127,468,,
f4801b7a68515d9005fa572ee6afdf41,KY119318.1,100.0,253,0,0,1,253,507,759,1.91e-127,468,,
f4801b7a68515d9005fa572ee6afdf41,KY119316.1,100.0,253,0,0,1,253,507,759,1.91e-127,468,,
f4801b7a68515d9005fa572ee6afdf41,KY119312.1,100.0,253,0,0,1,253,507,759,1.91e-127,468,,
f4801b7a68515d9005fa572ee6afdf41,KY119311.1,100.0,253,0,0,1,253,507,759,1.91e-127,468,,
f4801b7a68515d9005fa572ee6afdf41,KY119304.1,100.0,253,0,0,1,253,507,759,1.91e-127,468,,
f4801b7a68515d9005fa572ee6afdf41,KY119302.1,100.0,253,0,0,1,253,507,759,1.91e-127,468,,
f4801b7a68515d9005fa572ee6afdf41,KY119290.1,100.0,253,0,0,1,253,507,759,1.91e-127,468,,
f4801b7a68515d9005fa572ee6afdf41,KY119285.1,100.0,253,0,0,1,253,507,759,1.91e-127,468,,
f4801b7a68515d9005fa572ee6afdf41,KY119276.1,100.0,253,0,0,1,253,507,759,1.91e-127,468,,
f4801b7a68515d9005fa572ee6afdf41,KY119270.1,100.0,253,0,0,1,253,507,759,1.91e-127,468,,
f4801b7a68515d9005fa572ee6afdf41,KY119269.1,100.0,253,0,0,1,253,507,759,1.91e-127,468,,
f4801b7a68515d9005fa572ee6afdf41,KY119268.1,100.0,253,0,0,1,253,507,759,1.91e-127,468,,
f4801b7a68515d9005fa572ee6afdf41,KY119265.1,100.0,253,0,0,1,253,507,759,1.91e-127,468,,
f4801b7a68515d9005fa572ee6afdf41,KY119264.1,100.0,253,0,0,1,253,507,759,1.91e-127,468,,
f4801b7a68515d9005fa572ee6afdf41,MF363298.1,100.0,253,0,0,1,253,1,253,1.91e-127,468,wastewater and groundwater,
f4801b7a68515d9005fa572ee6afdf41,MF006597.1,100.0,253,0,0,1,253,20,272,1.91e-127,468,soil,
f4801b7a68515d9005fa572ee6afdf41,MF112216.1,100.0,253,0,0,1,253,477,729,1.91e-127,468,,
f4801b7a68515d9005fa572ee6afdf41,MF112215.1,100.0,253,0,0,1,253,478,730,1.91e-127,468,,
f4801b7a68515d9005fa572ee6afdf41,MF112214.1,100.0,253,0,0,1,253,478,730,1.91e-127,468,,
f4801b7a68515d9005fa572ee6afdf41,MF112213.1,100.0,253,0,0,1,253,478,730,1.91e-127,468,,
f4801b7a68515d9005fa572ee6afdf41,MF112212.1,100.0,253,0,0,1,253,477,729,1.91e-127,468,,
f4801b7a68515d9005fa572ee6afdf41,MF112207.1,100.0,253,0,0,1,253,478,730,1.91e-127,468,,
f4801b7a68515d9005fa572ee6afdf41,MF112204.1,100.0,253,0,0,1,253,479,731,1.91e-127,468,,
f4801b7a68515d9005fa572ee6afdf41,MF112199.1,100.0,253,0,0,1,253,475,727,1.91e-127,468,,
f4801b7a68515d9005fa572ee6afdf41,MF112196.1,100.0,253,0,0,1,253,478,730,1.91e-127,468,,
f4801b7a68515d9005fa572ee6afdf41,MF112193.1,100.0,253,0,0,1,253,478,730,1.91e-127,468,,
f4801b7a68515d9005fa572ee6afdf41,MF112190.1,100.0,253,0,0,1,253,478,730,1.91e-127,468,,
f4801b7a68515d9005fa572ee6afdf41,MF112188.1,100.0,253,0,0,1,253,475,727,1.91e-127,468,,
f4801b7a68515d9005fa572ee6afdf41,MF112186.1,100.0,253,0,0,1,253,478,730,1.91e-127,468,,
f4801b7a68515d9005fa572ee6afdf41,MF112176.1,100.0,253,0,0,1,253,478,730,1.91e-127,468,,
f4801b7a68515d9005fa572ee6afdf41,MF112175.1,100.0,253,0,0,1,253,478,730,1.91e-127,468,,
f4801b7a68515d9005fa572ee6afdf41,MF112173.1,100.0,253,0,0,1,253,479,731,1.91e-127,468,,
f4801b7a68515d9005fa572ee6afdf41,MF112172.1,100.0,253,0,0,1,253,478,730,1.91e-127,468,,
f4801b7a68515d9005fa572ee6afdf41,MF112169.1,100.0,253,0,0,1,253,478,730,1.91e-127,468,,
f4801b7a68515d9005fa572ee6afdf41,MF112167.1,100.0,253,0,0,1,253,478,730,1.91e-127,468,,
f4801b7a68515d9005fa572ee6afdf41,MF112156.1,100.0,253,0,0,1,253,478,730,1.91e-127,468,,
f4801b7a68515d9005fa572ee6afdf41,MF112147.1,100.0,253,0,0,1,253,478,730,1.91e-127,468,,
f4801b7a68515d9005fa572ee6afdf41,MF112140.1,100.0,253,0,0,1,253,478,730,1.91e-127,468,,
f4801b7a68515d9005fa572ee6afdf41,MF112088.1,100.0,253,0,0,1,253,479,731,1.91e-127,468,,
f4801b7a68515d9005fa572ee6afdf41,MF112086.1,100.0,253,0,0,1,253,479,731,1.91e-127,468,,
f4801b7a68515d9005fa572ee6afdf41,MF112080.1,100.0,253,0,0,1,253,474,726,1.91e-127,468,,
f4801b7a68515d9005fa572ee6afdf41,MF112077.1,100.0,253,0,0,1,253,479,731,1.91e-127,468,,
f4801b7a68515d9005fa572ee6afdf41,MF112071.1,100.0,253,0,0,1,253,475,727,1.91e-127,468,,
f4801b7a68515d9005fa572ee6afdf41,LT548965.1,100.0,253,0,0,1,253,458,710,1.91e-127,468,bentonite,
f4801b7a68515d9005fa572ee6afdf41,KY523571.1,100.0,253,0,0,1,253,477,729,1.91e-127,468,                     /isolation_source=,
f4801b7a68515d9005fa572ee6afdf41,KX260854.1,100.0,253,0,0,1,253,107,359,1.91e-127,468,,Culex pipiens
f4801b7a68515d9005fa572ee6afdf41,KX260853.1,100.0,253,0,0,1,253,159,411,1.91e-127,468,,Culex pipiens
f4801b7a68515d9005fa572ee6afdf41,KX260850.1,100.0,253,0,0,1,253,112,364,1.91e-127,468,,Culex pipiens
f4801b7a68515d9005fa572ee6afdf41,KX260848.1,100.0,253,0,0,1,253,465,717,1.91e-127,468,,Culex pipiens
f4801b7a68515d9005fa572ee6afdf41,KX260847.1,100.0,253,0,0,1,253,456,708,1.91e-127,468,,Culex pipiens
f4801b7a68515d9005fa572ee6afdf41,KX260846.1,100.0,253,0,0,1,253,465,717,1.91e-127,468,,Culex pipiens
f4801b7a68515d9005fa572ee6afdf41,KX260845.1,100.0,253,0,0,1,253,445,697,1.91e-127,468,,Culex pipiens
f4801b7a68515d9005fa572ee6afdf41,KX260844.1,100.0,253,0,0,1,253,463,715,1.91e-127,468,,Culex pipiens
f4801b7a68515d9005fa572ee6afdf41,KX260843.1,100.0,253,0,0,1,253,465,717,1.91e-127,468,,Culex pipiens
f4801b7a68515d9005fa572ee6afdf41,KX260842.1,100.0,253,0,0,1,253,456,708,1.91e-127,468,,Culex pipiens
f4801b7a68515d9005fa572ee6afdf41,KX260841.1,100.0,253,0,0,1,253,467,719,1.91e-127,468,,Culex pipiens
f4801b7a68515d9005fa572ee6afdf41,KX260840.1,100.0,253,0,0,1,253,462,714,1.91e-127,468,,Culex pipiens
f4801b7a68515d9005fa572ee6afdf41,KX260838.1,100.0,253,0,0,1,253,465,717,1.91e-127,468,,Culex pipiens
f4801b7a68515d9005fa572ee6afdf41,KX260837.1,100.0,253,0,0,1,253,459,711,1.91e-127,468,,Culex pipiens
f4801b7a68515d9005fa572ee6afdf41,KX260835.1,100.0,253,0,0,1,253,466,718,1.91e-127,468,,Culex pipiens
f4801b7a68515d9005fa572ee6afdf41,KX260834.1,100.0,253,0,0,1,253,466,718,1.91e-127,468,,Culex pipiens
f4801b7a68515d9005fa572ee6afdf41,KU603745.1,100.0,253,0,0,1,253,180,432,1.91e-127,468,                     /isolation_source=,
f4801b7a68515d9005fa572ee6afdf41,LT623383.1,100.0,253,0,0,1,253,18,270,1.91e-127,468,fecal_samples,
f4801b7a68515d9005fa572ee6afdf41,KX898542.1,100.0,253,0,0,1,253,461,713,1.91e-127,468,,
f4801b7a68515d9005fa572ee6afdf41,KX350134.1,100.0,253,0,0,1,253,487,739,1.91e-127,468,soil,
f4801b7a68515d9005fa572ee6afdf41,LC138376.1,100.0,253,0,0,1,253,20,272,1.91e-127,468,deep seawater,
f4801b7a68515d9005fa572ee6afdf41,KT862904.1,100.0,253,0,0,1,253,192,444,1.91e-127,468,geothermal fluid,
f4801b7a68515d9005fa572ee6afdf41,KT933225.1,100.0,253,0,0,1,253,159,411,1.91e-127,468,retorted shale,
f4801b7a68515d9005fa572ee6afdf41,KT933224.1,100.0,253,0,0,1,253,139,391,1.91e-127,468,retorted shale,
f4801b7a68515d9005fa572ee6afdf41,KT720194.1,100.0,253,0,0,1,253,479,731,1.91e-127,468,Phoenix Fairing spacecraft surfaces,
